,Ticker,DCF_Value,Market_Cap,Current_Price,DCF_MarketCap_Ratio,Theoretical_Price,Symbol,Security,GICS Sector,GICS Sub-Industry
51,MPC,137002705757.18527,52097832565.28001,170.08,2.6297198753041626,447.262756391732,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
52,UHS,24505594132.956802,9372399923.119999,171.76,2.614655193330577,449.09317600645977,UHS,Universal Health Services,Health Care,Health Care Facilities
53,TAP,23198435549.624542,8979611245.02,49.34,2.5834565569294723,127.46774651890017,TAP,Molson Coors Beverage Company,Consumer Staples,Brewers
54,GL,24819134748.212006,9771482339.369999,119.41,2.5399559540944923,303.2961404784233,GL,Globe Life,Financials,Life & Health Insurance
55,MTCH,17282569133.619774,6947083870.29,30.27,2.4877444200048684,75.30402359354737,MTCH,Match Group,Communication Services,Interactive Media & Services
56,APTV,36025082063.63873,14570070548.8,67.6,2.4725399882573513,167.14370320619696,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment
57,BKNG,420795401362.5551,171956313369.05002,5301.05,2.4471064371998397,12972.23357891821,BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
58,DOC,28701587447.040047,11770005372.300001,17.01,2.438536478036578,41.47950549140219,DOC,Healthpeak Properties,Real Estate,Health Care REITs
59,ENPH,10712262999.984722,4432933856.88,34.92,2.4165176711037724,84.38479707494373,ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment
60,BMY,231298777286.30847,95935205765.61,47.23,2.410989536535944,113.87103581059263,BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals
61,ANET,220202483727.0836,92320279551.92001,89.68,2.3852016566224097,213.90488456589773,ANET,Arista Networks,Information Technology,Communications Equipment
62,BXP,24606174430.113144,10565290123.439999,71.74,2.3289634399648187,167.07983718307608,BXP,"BXP, Inc.",Real Estate,Office REITs
63,APA,17208806651.324436,7456895643.88,20.78,2.3077708839130655,47.9554789677135,APA,APA Corporation,Energy,Oil & Gas Exploration & Production
64,AXP,360713901904.8134,160275434296.04,292.81,2.2505875806179345,658.9945494807374,AXP,American Express,Financials,Consumer Finance
65,VTRS,22798905773.966087,10211128856.039999,8.76,2.2327507658940444,19.558896709231828,VTRS,Viatris,Health Care,Pharmaceuticals
66,CF,36333176340.77277,16462161744.0,102.48,2.2070720058387963,226.1807391583598,CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals
67,MRK,432024891220.73926,196254921753.52,78.28,2.201345512054607,172.32132668363462,MRK,Merck & Co.,Health Care,Pharmaceuticals
68,AIZ,21820441530.272438,9984089473.29,198.27,2.185521432740333,433.32333446942584,AIZ,Assurant,Financials,Multi-line Insurance
69,CFG,37964158501.430626,17377097484.550003,40.45,2.184723802993256,88.37207783107722,CFG,Citizens Financial Group,Financials,Regional Banks
70,HUM,62999572864.42018,29085488088.8,241.45,2.166013947301766,522.9840675760114,HUM,Humana,Health Care,Managed Health Care
71,PYPL,147739493309.29013,68511711698.75,70.67,2.1564122344353227,152.39365260754425,PYPL,PayPal,Financials,Transaction & Payment Processing Services
72,OMC,28538486882.130917,13350430527.88,69.22,2.1376454356684125,147.9678170569675,OMC,Omnicom Group,Communication Services,Advertising
73,CAH,83650249681.25946,39166966205.909996,164.91,2.135734721997367,352.20401300458576,CAH,Cardinal Health,Health Care,Health Care Distributors
74,LULU,55341784729.97945,25918249492.8,235.2,2.1352439232191665,502.209370741148,LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
75,LEN,52871801661.00674,24843684852.03,104.61,2.1281787293597283,222.6287768783212,LEN,Lennar,Consumer Discretionary,Homebuilding
76,KHC,46517571641.11571,21915441968.75,25.75,2.122593361678343,54.656779063217336,KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats
77,KIM,29125592864.89126,13729348306.58,20.78,2.1214111707641923,44.08292412847992,KIM,Kimco Realty,Real Estate,Retail REITs
78,CPAY,46078476684.80003,22234435238.4,327.36,2.072392493478771,678.4184066652106,CPAY,Corpay,Financials,Transaction & Payment Processing Services
79,CPB,12620648789.461714,6098109184.38,31.82,2.069600331491091,65.85468254804651,CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats
80,PNC,138977802393.31183,67961367779.99999,173.2,2.0449529921646294,354.1858582429138,PNC,PNC Financial Services,Financials,Diversified Banks
81,GEN,31645561204.671658,15650473092.539999,29.77,2.022019463408804,60.1955194256801,GEN,Gen Digital,Information Technology,Systems Software
82,EOG,136873554162.41089,67798322610.24,124.64,2.0188339311766104,251.6274611818527,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production
83,MHK,10110643685.454586,5092503128.01,98.43,1.9853976387061203,195.42268957784344,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings
84,DECK,29892859110.356453,15223059733.62,102.61,1.963656428696678,201.49078614856614,DECK,Deckers Brands,Consumer Discretionary,Footwear
85,HRL,16939915272.0032,8722957312.44,30.06,1.941992224110144,58.37628625675093,HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats
86,RL,19250960524.395653,10008143260.28,265.43,1.9235296721618933,510.5624808819314,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
87,CHTR,54119969164.41659,28140850667.28,373.62,1.923181704927744,718.5391485951036,CHTR,Charter Communications,Communication Services,Cable & Satellite
88,UNH,530969720414.72076,279375921540.58,308.87,1.900556488500374,587.0248826031105,UNH,UnitedHealth Group,Health Care,Managed Health Care
89,PHM,36648180322.97078,19607303995.52,98.72,1.8691085899083517,184.5183999957525,PHM,PulteGroup,Consumer Discretionary,Homebuilding
90,PLD,180178815114.81464,97203692982.33,105.09,1.8536210877046422,194.79704010688084,PLD,Prologis,Real Estate,Industrial REITs
91,HCA,115698120958.64333,62621766407.85,372.45,1.8475703831973016,688.1275892218349,HCA,HCA Healthcare,Health Care,Health Care Facilities
92,SYY,66113140662.01022,35882314355.25,74.25,1.8424993440351236,136.80557629460793,SYY,Sysco,Consumer Staples,Food Distributors
93,OXY,83010315187.12872,45087971539.159996,45.98,1.8410745117471574,84.6526060501343,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
94,NKE,127787034438.15231,69615681720.0,60.0,1.8356070253268837,110.13642151961302,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
95,COP,220498928702.6779,120326270820.5,95.5,1.832508621759027,175.00457337798707,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production
96,SWKS,19429698904.982655,10678063921.48,71.53,1.8195900537641343,130.1552765457485,SWKS,Skyworks Solutions,Information Technology,Semiconductors
97,BEN,12558875179.39079,6922386962.1,22.35,1.8142405572168252,40.54827645379605,BEN,Franklin Resources,Financials,Asset Management & Custody Banks
98,TSN,27555412659.154984,15268651748.349998,54.73,1.8047050331168075,98.77150646248286,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats
99,IPG,15199841974.71415,8460548579.7300005,23.01,1.7965551325040934,41.33873359891919,IPG,Interpublic Group of Companies (The),Communication Services,Advertising
100,BIIB,32538535089.492023,18498015548.32,126.56,1.7590284214269238,222.6226370157915,BIIB,Biogen,Health Care,Biotechnology
101,RJF,45729167916.78827,26234405943.27,147.57,1.7430990438919898,257.22912590714094,RJF,Raymond James Financial,Financials,Investment Banking & Brokerage
102,HSY,42145272542.92642,24506248400.79,168.87,1.7197765995699201,290.4186743693724,HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats
103,FITB,43352780974.49605,25313988952.09,38.11,1.712601718225713,65.26725148158192,FITB,Fifth Third Bancorp,Financials,Regional Banks
104,LYB,26038478747.365475,15210315500.17,59.59,1.711896031813045,102.01188453573936,LYB,LyondellBasell,Materials,Specialty Chemicals
105,HPQ,38721422771.60655,22742843009.04,24.29,1.702576179953195,41.35557541106311,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals"
106,PCAR,79661090771.58617,46885500583.1,91.1,1.6990559934492886,154.78400100323017,PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment
107,VZ,298551703291.68274,176222647298.25,41.85,1.694173296502552,70.9011524586318,VZ,Verizon,Communication Services,Integrated Telecommunication Services
108,GNRC,12057018418.469185,7176444190.83,124.01,1.6800825168926334,208.34703291985548,GNRC,Generac,Industrials,Electrical Components & Equipment
109,CVS,142212799328.35898,84694472288.51001,67.09,1.6791272852366792,112.65264956652882,CVS,CVS Health,Health Care,Health Care Services
110,CMCSA,213941295407.024,127589135695.62001,34.53,1.6767986885451436,57.89985871546381,CMCSA,Comcast,Communication Services,Cable & Satellite
111,TGT,70265342834.95885,43039577241.46,95.02,1.632575116636422,155.1272875827928,TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail
112,HBAN,36209776471.793465,22379376371.04,15.48,1.6179975648763238,25.046602304285496,HBAN,Huntington Bancshares,Financials,Regional Banks
113,BLDR,18632190969.98907,11608324464.12,107.98,1.6050715180798947,173.31562252226706,BLDR,Builders FirstSource,Industrials,Building Products
114,TMUS,159213538500.45114,100249338680.04001,221.43,1.588175449302501,351.66968973905284,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services
115,GIS,45164102258.75607,28948044477.92,53.08,1.5601780041897064,82.81424846238961,GIS,General Mills,Consumer Staples,Packaged Foods & Meats
116,STZ,37546829792.840866,24068863687.68,160.56,1.5599751729060545,250.46961376179613,STZ,Constellation Brands,Consumer Staples,Distillers & Vintners
117,CVX,376283112588.36774,241512427237.25,148.85,1.558027952817209,231.91246077684156,CVX,Chevron Corporation,Energy,Integrated Oil & Gas
118,FOX,26440383579.882233,17033365891.5,49.63,1.5522700415351571,77.03916216138984,FOX,Fox Corporation (Class B),Communication Services,Broadcasting
119,AMGN,238408672086.22272,155563957178.35,290.05,1.532544404311427,444.51450447052935,AMGN,Amgen,Health Care,Biotechnology
120,LKQ,14522020799.070116,9517012997.199999,37.15,1.5259011207973174,56.68722663762034,LKQ,LKQ Corporation,Consumer Discretionary,Distributors
121,NEM,98847187958.25613,64995150805.200005,58.52,1.520839427767706,88.99952331296616,NEM,Newmont,Materials,Gold
122,IQV,38456177889.75775,25346062882.0,154.1,1.5172446335666654,233.80739803262315,IQV,IQVIA,Health Care,Life Sciences Tools & Services
123,REG,17128204061.031658,11396530966.8,70.14,1.5029313842018226,105.41560728791583,REG,Regency Centers,Real Estate,Retail REITs
